Theme - code,Theme - Label,Goal,Goal - Label,Outcome,Outcome - Label,Indicator,Unit of measure,Breakdowns,Data source,Corresponding SDG indicator,Code in '.stat',Corresponding NMDI indicator,DataFlow - NON SDG,Delivery priority (H/M/L),Already in .Stat,Data Visualization,Type of figure,# of figure,Comments,Updated in Test Dashboard (Thomas),Graph ok/ko Alison/Amandine,PDH.stat Link ok/ko,Status,Comment,Add a description of the indicator,Max for the scale,change values,SEX,AGE,URBANIZATION,INCOME,EDUCATION LEVEL,OCCUPATION,COMPOSITE BREAKDOWN,DISABILITY,check availability in .stat (production),Link,Status of the BP50 link in the Dashboard (production),Comment2,BP50 link in production,Comment Release 2,Draft text to accompany cartoon (for finalisation upon seeing the cartoons),Negative values
4,Resource and Economic Development,1,"Improved socioeconomic wellbeing and prosperity of all Pacific peoples through inclusive, resilient, and sustainable economic development ",1.0,"Improved socioeconomic wellbeing of all Pacific peoples through inclusive, resilient, and sustainable economic development.",Unemployment rate,PERCENT,"Sex, Age",,8.5.2,SL_TLF_UEM,,,H,Y,Figure,Combine figure,1,"First graph:  Fixed placement columns: with values for total and 15-24 age group (light color) X axis: GEO_PICT, Second graph: trend male and women total + aged 15-24 X axis: YEAR",,OK,OK,Approved,phase 2: 2 types of graph like a drilldown,Approved,60,YES,_T,Y15T999,_T,_T,_T,_T,_Z,_T,YES,"first graph: https://stats.pacificdata.org/vis?tm=SL_EMP_EARN&pg=0&snb=4&df[ds]=ds%3ASPC2&df[id]=DF_SDG_08&df[ag]=SPC&df[vs]=3.0&lb=bt&lo=1&lom=LASTNOBSERVATIONS&dq=A.SL_TLF_UEM.VU%2BTV%2BTO%2BSB%2BWS%2BPG%2BPW%2BNU%2BNC%2BNR%2BMH%2BFM%2BKI%2BPF%2BFJ%2BCK._T.Y15T999%2BY15T24._T..._T.._T&ly[rw]=GEO_PICT%2CAGE&ly[cl]=TIME_PERIOD&ly[rs]=INDICATOR&to[TIME_PERIOD]=false
second graph: https://stats.pacificdata.org/vis?tm=SL_EMP_EARN&pg=0&snb=4&df[ds]=ds%3ASPC2&df[id]=DF_SDG_08&df[ag]=SPC&df[vs]=3.0&lb=bt&pd=%2C&dq=A.SL_TLF_UEM.VU%2BTV%2BTO%2BSB%2BWS%2BPG%2BPW%2BNU%2BNC%2BNR%2BMH%2BFM%2BKI%2BPF%2BFJ%2BCK._T.Y15T999._T..._T.._T&ly[rw]=GEO_PICT&ly[cl]=TIME_PERIOD&ly[rs]=INDICATOR&to[TIME_PERIOD]=false",Approved,change selected values,,,,
4,Resource and Economic Development,1,"Improved socioeconomic wellbeing and prosperity of all Pacific peoples through inclusive, resilient, and sustainable economic development ",1.0,"Improved socioeconomic wellbeing of all Pacific peoples through inclusive, resilient, and sustainable economic development.","Proportion of youth not in education, employment or training, by sex and age - 13th ICLS",PERCENT,Sex,,8.6.1,SL_TLF_NEET,,,H,Y,Figure,Column with Drilldown,1,"First X axis: GEO_PICT, second X axis: SEX, YEAR",,OK,OK,Approved,,Approved,80,YES,(M) + (F),_T,_T,_T,_T,_T,_Z,_T,YES,.Stat Data Explorer • Sustainable Development Goal 08 - Decent Work and Economic Growth (pacificdata.org),Approved,,,,,
4,Resource and Economic Development,1,"Improved socioeconomic wellbeing and prosperity of all Pacific peoples through inclusive, resilient, and sustainable economic development ",1.1,Improved policies to support macroeconomic resilience and stability.,Primary government expenditure as a proportion of original approved budget,PERCENT,,,16.6.1,SPC_16_6_1,,,H,Y,Figure,Line chart,1,Is it possible to have data point markers just when you pass over them? (Same chart as the SDG dashboard),,OK,OK,Approved,,No comment,-50 to 150?,NO,,,,,,,,,YES,https://stats.pacificdata.org/vis?tm=SPC_16_6_1&pg=0&snb=4&df[ds]=ds%3ASPC2&df[id]=DF_SDG_16&df[ag]=SPC&df[vs]=3.0&pd=%2C2023&dq=A.SPC_16_6_1.........&ly[rw]=GEO_PICT&ly[cl]=TIME_PERIOD&ly[rs]=INDICATOR&to[TIME_PERIOD]=false,Approved,,,,,yes
4,Resource and Economic Development,1,"Improved socioeconomic wellbeing and prosperity of all Pacific peoples through inclusive, resilient, and sustainable economic development ",1.1,Improved policies to support macroeconomic resilience and stability.,Total government revenue as a proportion of GDP,PERCENT,currently available as total – could be disaggregated to show diversification,,17.1.1,GR_G14_GDP,,,H,Y,Figure,Line chart,1,Is it possible to have data point markers just when you pass over them? (Same chart as the SDG dashboard),,OK,OK,Approved,,No comment,180,NO,,,,,,,,,YES,.Stat Data Explorer • Sustainable Development Goal 17 - Partnerships for the Goals (pacificdata.org),Approved,,,,,
4,Resource and Economic Development,1,"Improved socioeconomic wellbeing and prosperity of all Pacific peoples through inclusive, resilient, and sustainable economic development ",1.1,Improved policies to support macroeconomic resilience and stability.,Proportion of domestic budget funded by domestic taxes.,PERCENT,,,17.1.2,GC_GOB_TAXD,,,H,Y,Figure,Line chart,1,Is it possible to have data point markers just when you pass over them? (Same chart as the SDG dashboard),,OK,OK,Approved,,No comment,100,NO,,,,,,,,,YES,https://stats.pacificdata.org/vis?tm=GC_GOB_TAXD&pg=0&snb=2&df[ds]=ds%3ASPC2&df[id]=DF_SDG_17&df[ag]=SPC&df[vs]=3.0&lb=bt&pd=%2C2023&dq=A.GC_GOB_TAXD.........&ly[rw]=GEO_PICT&ly[cl]=TIME_PERIOD&ly[rs]=INDICATOR&to[TIME_PERIOD]=false,Approved,,,,,
4,Resource and Economic Development,1,"Improved socioeconomic wellbeing and prosperity of all Pacific peoples through inclusive, resilient, and sustainable economic development ",1.1,Improved policies to support macroeconomic resilience and stability.,Debt service as a proportion of exports of goods and services,PERCENT,,,17.4.1,DT_TDS_DECT,,,H,Y,Figure,Line chart,1,Is it possible to have data point markers just when you pass over them?,,OK,OK,Approved,Phase 2: start the trend 2000,No comment,50,NO,,,,,,,,,YES,https://stats.pacificdata.org/vis?tm=GC_GOB_TAXD&pg=0&snb=2&df[ds]=ds%3ASPC2&df[id]=DF_SDG_17&df[ag]=SPC&df[vs]=3.0&lb=bt&pd=%2C2023&dq=A.DT_TDS_DECT.........&ly[rw]=GEO_PICT&ly[cl]=TIME_PERIOD&ly[rs]=INDICATOR&to[TIME_PERIOD]=false,Approved,,,,,
4,Resource and Economic Development,1,"Improved socioeconomic wellbeing and prosperity of all Pacific peoples through inclusive, resilient, and sustainable economic development ",1.1,Improved policies to support macroeconomic resilience and stability.,Public Sector Debt % of GDP,RATIO,,ADB + WB,,PSD2GDP,,DF_SOCECO,H,Y,Figure,Line chart,1,Is it possible to have data point markers just when you pass over them? (Same chart as the SDG dashboard),,KO,OK,Approved,,No comment,125,NO,,,,,,,,,YES,.Stat Data Explorer • COVID-19 socio-economic impact indicators (pacificdata.org),Approved,,,,,
4,Resource and Economic Development,1,"Improved socioeconomic wellbeing and prosperity of all Pacific peoples through inclusive, resilient, and sustainable economic development ",1.2,"Strengthened financial system resilience and adapt to emerging financial mechanisms, including diversified financing options.","Foreign direct investment (FDI), official development assistance, and South-South cooperation",PERCENT,,,17.3.1,SPC_17_3_1,,,H,Y,Figure,Line chart,1,Is it possible to have data point markers just when you pass over them?,,OK,OK,Approved,,No comment,,NO,,,,,,,,,YES,.Stat Data Explorer • Sustainable Development Goal 17 - Partnerships for the Goals (pacificdata.org),Approved,,,,,yes
4,Resource and Economic Development,1,"Improved socioeconomic wellbeing and prosperity of all Pacific peoples through inclusive, resilient, and sustainable economic development ",1.3,Increased opportunities for sustainable diversification of Pacific economies.,Total government revenue as a proportion of GDP,PERCENT,currently available as total – could be disaggregated to show diversification,,17.1.1,GR_G14_GDP,,,H,Y,Figure,Line chart,1,Is it possible to have data point markers just when you pass over them?,,OK,OK,Approved,,No comment,180,NO,,,,,,,,,YES,.Stat Data Explorer • Sustainable Development Goal 17 - Partnerships for the Goals (pacificdata.org),Approved,,,,,
4,Resource and Economic Development,1,"Improved socioeconomic wellbeing and prosperity of all Pacific peoples through inclusive, resilient, and sustainable economic development ",1.3,Increased opportunities for sustainable diversification of Pacific economies.,Tourism as a proportion of total GDP,PERCENT,,,8.9.1,SPC_8_9_1,,,H,Y,Figure,Line chart,1,Is it possible to have data point markers just when you pass over them?,,OK,OK,Approved,,No comment,50,NO,,,,,,,,,YES,https://stats.pacificdata.org/vis?tm=SPC_8_9_1&pg=0&snb=4&df[ds]=ds%3ASPC2&df[id]=DF_SDG_08&df[ag]=SPC&df[vs]=3.0&lb=bt&pd=%2C2023&dq=A.SPC_8_9_1.........&ly[rw]=GEO_PICT&ly[cl]=TIME_PERIOD&ly[rs]=INDICATOR&to[TIME_PERIOD]=false,Approved,,,,,yes
4,Resource and Economic Development,1,"Improved socioeconomic wellbeing and prosperity of all Pacific peoples through inclusive, resilient, and sustainable economic development ",1.3,Increased opportunities for sustainable diversification of Pacific economies.,Manufacturing employment as a proportion of total employment - 13th ICLS (%) ,PERCENT,,,9.2.2,SL_TLF_MANF,,,H,Y,Figure,Column chart,1,,,OK,OK,Approved,,Approved,30,YES,_T,_T,_T,_T,_T,_T,_Z,_T,YES,".Stat Data Explorer • Sustainable Development Goal 09 - Industry, Innovation and Infrastructure (pacificdata.org)",Approved,,,,,
4,Resource and Economic Development,1,"Improved socioeconomic wellbeing and prosperity of all Pacific peoples through inclusive, resilient, and sustainable economic development ",1.3,Increased opportunities for sustainable diversification of Pacific economies.,Tuna fisheries contribution to economy,PERCENT,,,,,,,L (needs defining),N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Resource and Economic Development,1,"Improved socioeconomic wellbeing and prosperity of all Pacific peoples through inclusive, resilient, and sustainable economic development ",1.4,"Strengthened policies, legislations, and mechanisms that support the development and sustainable growth of private sector.",Cost of doing business -TBD,,,,,,,,L (needs defining),N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Resource and Economic Development,1,"Improved socioeconomic wellbeing and prosperity of all Pacific peoples through inclusive, resilient, and sustainable economic development ",1.5,"Improved collaboration and policies for the planning, development, and management of sustainable tourism.",Implementation of standard accounting tools to monitor the economic and environmental aspects of tourism (SEEA tables),UNITS,Type,,12.b.1,ST_EEV_ACCSEEA,,,H,y,Figure,Lollypop,1,"scale 0 to 5, last value",,OK,OK,Approved,add comment,To do,5,NO,,,,,,,,,YES,.Stat Data Explorer • Sustainable Development Goal 12 - Responsible Consumption and Production (pacificdata.org),Approved,,,,,
4,Resource and Economic Development,1,"Improved socioeconomic wellbeing and prosperity of all Pacific peoples through inclusive, resilient, and sustainable economic development ",1.5,"Improved collaboration and policies for the planning, development, and management of sustainable tourism.",Tourism as a proportion of total GDP,PERCENT,Type,,8.9.1,SPC_8_9_1,,,H,Y,Figure,Line chart,1,Is it possible to have data point markers just when you pass over them?,,OK,OK,Approved,,No comment,50,NO,,,,,,,,,YES,.Stat Data Explorer • Sustainable Development Goal 08 - Decent Work and Economic Growth (pacificdata.org),Approved,,,,,yes
4,Resource and Economic Development,1,"Improved socioeconomic wellbeing and prosperity of all Pacific peoples through inclusive, resilient, and sustainable economic development ",1.6,Improved policies and legislations to promote and attract quality investment., -,,,,,,,,L (needs defining),N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Resource and Economic Development,1,"Improved socioeconomic wellbeing and prosperity of all Pacific peoples through inclusive, resilient, and sustainable economic development ",1.7,"Improved intra-regional and international trade, including sustainable labour mobility.  ",Remittance costs as a proportion of the amount remitted,PERCENT,,,10.c.1,SI_RMT_COST,,,H,Y,Figure,Line chart,1,"Order by size or sub-regional grouping / First X axis: GEO_PICT / last value, second X axis: YEAR",,OK,OK,Approved,,No comment,30,NO,,,,,,,,,YES,.Stat Data Explorer • Sustainable Development Goal 10 - Reduced Inequalities (pacificdata.org),Approved,,,,,
4,Resource and Economic Development,1,"Improved socioeconomic wellbeing and prosperity of all Pacific peoples through inclusive, resilient, and sustainable economic development ",1.7,"Improved intra-regional and international trade, including sustainable labour mobility.  ",Volume of remittances (in United States dollars) as a proportion of total GDP,PERCENT,,,17.3.2,BX_TRF_PWKR,,,H,Y,Figure,Line chart,1,Is it possible to have data point markers just when you pass over them? (Same chart as the SDG dashboard),,OK,OK,Approved,Phase2: start trend in 2000,No comment,60,NO,,,,,,,,,YES,.Stat Data Explorer • Sustainable Development Goal 17 - Partnerships for the Goals (pacificdata.org),Approved,,,,,
5,Climate change and disasters,1,"All Pacific peoples are living safe, and prosperous lives, resilient to the impacts of climate change and disasters",1.1,"Improved climate change mitigation by effective management of a just transitioning to low carbon, low emissions, and climate resilient infrastructure, development, and technology.",Number of countries achieving net zero emissions (tbd),BOOL,,,,,,,L (needs defining),N,,,,"Same chart as the SDG dashboard: is it possible to have data point markers just when you pass over them, and is it possible when you click on a country to focus on it rather than remove it from the grap?",,,,,,,,,,,,,,,,,,,,,,,,
5,Climate change and disasters,1,"All Pacific peoples are living safe, and prosperous lives, resilient to the impacts of climate change and disasters",1.2,"Pacific governments and communities have developed and strengthened capacity for adapting, building resilience, and responding to climate change and disaster risks, particularly for the most vulnerable.",Extent of implementation of NDCs (TBD),,,,,,,,L (needs defining),N,,,,related to SDG 13.1.2,,,,,,,,,,,,,,,,,,,,,,,,
5,Climate change and disasters,1,"All Pacific peoples are living safe, and prosperous lives, resilient to the impacts of climate change and disasters",1.0,All Pacific peoples have improved resilience to the impacts of climate change and disasters,Number of people affected by disaster,NUMBER,Type,,11.5.1,VC_DSR_AFFCT,,,H,Y,Figure,Line chart,1,Is it possible to have data point markers just when you pass over them? (Same chart as the SDG dashboard),,OK,OK,Approved,,No comment,,NO,,,,,,,,,YES,.Stat Data Explorer • Sustainable Development Goal 11 - Sustainable Cities and Communities (pacificdata.org),Approved,,,,,
5,Climate change and disasters,1,"All Pacific peoples are living safe, and prosperous lives, resilient to the impacts of climate change and disasters",1.0,All Pacific peoples have improved resilience to the impacts of climate change and disasters,Direct economic loss attributed to disasters relative to GDP,USD,,,11.5.2,VC_DSR_LSGP,,,H,Y,Figure,Line chart,,,,OK,OK,Approved,,No comment,0.4,NO,,,,,,,,,NO,Not yet,Approved,,,,,
5,Climate change and disasters,1,"All Pacific peoples are living safe, and prosperous lives, resilient to the impacts of climate change and disasters",1.3,"Increased capacity and opportunity of Pacific governments and communities to effectively address economic and non-economic loss and damage brought on by rapid, extreme, and slow onset events.", -,,,,,,,,L (needs defining),N,,,,"Same chart as the SDG dashboard: is it possible to have data point markers just when you pass over them, and is it possible when you click on a country to focus on it rather than remove it from the grap?",,,,,,,,,,,,,,,,,,,,,,,,
5,Climate change and disasters,1,"All Pacific peoples are living safe, and prosperous lives, resilient to the impacts of climate change and disasters",1.1,"Improved climate change mitigation by effective management of a just transitioning to low carbon, low emissions, and climate resilient infrastructure, development, and technology.",Renewable energy share in the total final energy consumption,PERCENT,,,7.2.1,EG_FEC_RNEW,,,H,Y,Figure,Line chart,1,"First X axis: GEO_PICT / last value, second X axis: YEAR",,OK,OK,Approved,,Approved,100,YES,_T,_T,_T,_T,_T,_T,_Z,_T,YES,.Stat Data Explorer • Sustainable Development Goal 07 - Affordable and Clean Energy (pacificdata.org),Approved,,,,,
5,Climate change and disasters,1,"All Pacific peoples are living safe, and prosperous lives, resilient to the impacts of climate change and disasters",1.1,"Improved climate change mitigation by effective management of a just transitioning to low carbon, low emissions, and climate resilient infrastructure, development, and technology.",Installed renewable electricity-generating capacity (watts per capita) ,WATTS PER CAPITA,,,7.b.1,SPC_7_b_1,,,H,Y,Figure,Column with Drilldown,1,"First graph: All type of renewable energy, X axis: GEo_PICT / Second graph: Stacked area by type of renewable energy, X axis: YEAR",,KO,OK,Needs Fixing,,Approved,,YES,_T,_T,_T,_T,_T,_T,TRE_ALL,_T,YES,.Stat Data Explorer • Sustainable Development Goal 07 - Affordable and Clean Energy (pacificdata.org),Approved,,,,,
5,Climate change and disasters,1,"All Pacific peoples are living safe, and prosperous lives, resilient to the impacts of climate change and disasters",1.4,Improved access of Pacific governments to climate and disaster finance in line with their needs supported by strengthened absorptive and institutional capacity., -,,,,,,,,L (needs defining),N,,,,suggestion: https://www.highcharts.com/demo/highcharts/spline-plot-bands,,,,,,,,,,,,,,,,,,,,,,,,
5,Climate change and disasters,1,"All Pacific peoples are living safe, and prosperous lives, resilient to the impacts of climate change and disasters",1.2,"Pacific governments and communities have developed and strengthened capacity for adapting, building resilience, and responding to climate change and disaster risks, particularly for the most vulnerable.",Proportion of local governments that adopt and implement local disaster risk reduction strategies,PERCENT,,,11.b.2,SPC_11_b_2,,,H,Y,Figure,Column chart,1,,,OK,OK,Approved,,No comment,100,NO,,,,,,,,,YES,.Stat Data Explorer • Sustainable Development Goal 11 - Sustainable Cities and Communities (pacificdata.org),Approved,,,,,
5,Climate change and disasters,1,"All Pacific peoples are living safe, and prosperous lives, resilient to the impacts of climate change and disasters",1.2,"Pacific governments and communities have developed and strengthened capacity for adapting, building resilience, and responding to climate change and disaster risks, particularly for the most vulnerable.",Countries with legislative and/or regulatory provisions been made for managing disaster risk,BOOL,,,13.1.2,SG_DSR_LEGREG,,,H,Y,Figure,Single value Circle,1,16 countries (+ list of countries),,OK,OK,Approved, sentence,To do,,NO,,,,,,,,,YES,.Stat Data Explorer • Sustainable Development Goal 13 - Climate Action (pacificdata.org),Approved,,,,,
5,Climate change and disasters,2,The region remains a global leader on climate action.,2.2,"The special circumstances and priorities of Pacific SIDS are well entrenched in global climate finance modalities and providers, allowing access through simplified and tailored modalities to address their unique climate change and disaster-related challenges.", -,,,,,,,,L (needs defining),N,,,,Same chart as the SDG dashboard: is it possible to have data point markers just when you pass over them?,,,,,,,,,,,,,,,,,,,,,,,,
2,People Centred Development,4,"The Pacific’s diverse cultures, traditions, spirituality, and languages are visible, valued, safeguarded, and inform all national and regional development actions.",4.1,"Strengthened institutional capacity and capability to promote and safeguard Pacific culture, traditions, languages, practices, and arts outcomes.","Proportion of the national budget allocated to culture, including for protection, preservation (heritage), and promotion ",PERCENT,,,11.4.1,SPC_PROXY_2,,,H,Y,Cartoon,None,,Cartoon only one value,,,,,Cartoon + text / Single circle value,To do,,NO,_T,_T,_T,_T,_T,_T,_Z,_T,YES,.Stat Data Explorer • Sustainable Development Goal 05 - Gender Equality (pacificdata.org),Approved,change figure for a Single value circle with '0.01% in Samoa' or if that's not possible change the maximum scale to 0.05,,,,
6,Oceans and environment,1,The Pacific region’s ocean and environment are sustainably managed and are resilient to threats.,1.2,"Fully secured and established maritime zones under the United Nations Convention on the Law of the Sea (UNCLOS), and maximized and protected enjoyment of jurisdictional rights and entitlements that flows from these zones, and on the high seas and airspace.", -,,,,,,,,L (needs defining),N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Oceans and environment,1,The Pacific region’s ocean and environment are sustainably managed and are resilient to threats.,1.3,Improved sustainable management of agriculture and food systems.,Indicator from GCF -TBD,,,,,,,,L (needs defining),N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Oceans and environment,1,The Pacific region’s ocean and environment are sustainably managed and are resilient to threats.,1.4,Improved sustainable management of forestry., -,,,,,,,,L (needs defining),N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Technology and Connectivity,1,"All Pacific peoples have access to inclusive, affordable, accessible, reliable, regular, safe, clean, and sustainable land, air, and sea transportation services.",1.0,"Improved access by all Pacific peoples to affordable, reliable, regular, safe, and clean and sustainable land, air, and sea transport services.",One Maritime Framework -TBD,,,,,,,,L (needs defining),N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Technology and Connectivity,2,"Empower Pacific communities with access to cost-effective, dependable, resilient, safe, secure, inclusive, and interoperable ICT services, encompassing e-services and the digital economy.",2.1,"Increased investment in affordable, reliable, resilient, safe, secure, inclusive, and interoperable ICT infrastructure, systems, and operations.", -,,,,,,,,L (needs defining),n,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Technology and Connectivity,1,"All Pacific peoples have access to inclusive, affordable, accessible, reliable, regular, safe, clean, and sustainable land, air, and sea transportation services.",1.2,"Strengthened regulations, policies, and procedures for promoting inclusive, affordable, regular, safe, clean, and sustainable land, air, and sea transport services.", -,,,,,,,,L (needs defining),N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Oceans and environment,1,The Pacific region’s ocean and environment are sustainably managed and are resilient to threats.,1.0,"Improved climate resilience, food security, prosperity, and wellbeing of all Pacific peoples including vulnerable communities and marginalised groups through sustainable management of ocean and land-based ecosystems.",Prevalence of moderate or severe food insecurity in the population,PERCENT,,,2.1.2,AG_PRD_FIESMS,,,H,Y,Figure,Column chart,1,last value,,OK,OK,Approved,,No comment,60,NO,,,,,,,,,YES,.Stat Data Explorer • Sustainable Development Goal 02 - Zero Hunger (pacificdata.org),Approved,,,,,
7,Technology and Connectivity,1,"All Pacific peoples have access to inclusive, affordable, accessible, reliable, regular, safe, clean, and sustainable land, air, and sea transportation services.",1.3,"Strengthened, harmonised, and technologically integrated land, air, and sea transport regulations, policies, procedures, institutions, and human capital.", -,,,,,,,,L (needs defining),N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Resource and Economic Development,1,"Improved socioeconomic wellbeing and prosperity of all Pacific peoples through inclusive, resilient, and sustainable economic development ",1.0,"Improved socioeconomic wellbeing of all Pacific peoples through inclusive, resilient, and sustainable economic development.",Proportion of population living in poverty in all its dimensions according to national definitions,PERCENT,,,1.2.2,SPC_1_2_2,,,H,Y,Figure,Column chart,1,,,OK,OK,Approved,Phase 2: Cartoon? with a sentence in description values for TO & PG,No comment,50,,,,,,,,,,YES,https://stats.pacificdata.org/vis?fs[0]=Development%20indicators%2C0%7CSustainable%20Development%20Goals%23SDG%23&pg=0&fc=Development%20indicators&bp=true&snb=18&df[ds]=ds%3ASPC2&df[id]=DF_SDG_01&df[ag]=SPC&df[vs]=3.0&lo=1&lom=LASTNOBSERVATIONS&dq=A.SPC_1_2_2.._T._T._T.....&ly[rw]=GEO_PICT&ly[cl]=TIME_PERIOD&ly[rs]=INDICATOR&to[TIME_PERIOD]=false&lb=bt,Approved,Change the maximum scale to 50,,,,
6,Oceans and environment,1,The Pacific region’s ocean and environment are sustainably managed and are resilient to threats.,1.1,Improved sustainable management of fisheries.,Proportion of fish stocks within biologically sustainable levels (not overexploited) ,PERCENT,,,14.4.1,ER_H2O_FWTL,,,H,Y,Figure,Column chart,1,,,OK,OK,Approved,,No comment,100,NO,,,,,,,,,YES,.Stat Data Explorer • Sustainable Development Goal 14 - Life Below Water (pacificdata.org),Approved,,,,,
6,Oceans and environment,1,The Pacific region’s ocean and environment are sustainably managed and are resilient to threats.,1.1,Improved sustainable management of fisheries.,Protected area coverage for marine (Key Biodiversity Area),PERCENT,,,14.5.1,ER_MRN_MARINKBA,,,H,Y,Figure,Column with Drilldown,1,"Order by size or sub-regional grouping / First X axis: GEO_PICT, second X axis: YEAR",,OK,OK,Approved,,No comment,100,NO,,,,,,,,,YES,.Stat Data Explorer • Sustainable Development Goal 14 - Life Below Water (pacificdata.org),Approved,,,,,
6,Oceans and environment,1,The Pacific region’s ocean and environment are sustainably managed and are resilient to threats.,1.1,Improved sustainable management of fisheries.,"Progress by countries in the degree of implementation of international instruments aiming to combat illegal, unreported and unregulated fishing (level of implementation: 1 lowest to 5 highest) ",UNITS,,,14.6.1,SPC_14_6_1,,,H,Y,Figure,Lollypop,1,Same chart as the SDG dashboard,,OK,OK,Approved,,No comment,5,,,,,,,,,,YES,.Stat Data Explorer • Sustainable Development Goal 14 - Life Below Water (pacificdata.org),Approved,,,,,
6,Oceans and environment,1,The Pacific region’s ocean and environment are sustainably managed and are resilient to threats.,1.1,Improved sustainable management of fisheries.,Degree of application of a legal/regulatory/ policy/institutional framework which recognises and protects access rights for small-scale fisheries.,UNITS,,,14.b.1,SPC_14_b_1,,,H,Y,Figure,Lollypop,1,Same chart as the SDG dashboard / Order by size or sub-regional grouping,,OK,OK,Approved,,No comment,5,,,,,,,,,,YES,.Stat Data Explorer • Sustainable Development Goal 14 - Life Below Water (pacificdata.org),Approved,,,,,
2,People Centred Development,3,"The Pacific region realises human rights, gender equality, equity, and social inclusion.",3.3,The six pre-conditions to disability inclusion are recognised and applied in the Pacific.,PFRPD Framework indicator TBD,,,,,,,,M,N,Not enough data,,,Add a sentence 'need to be defined by Pacific countries',,,,,,,,,,,,,,,,,,,,,,,,
4,Resource and Economic Development,1,"Improved socioeconomic wellbeing and prosperity of all Pacific peoples through inclusive, resilient, and sustainable economic development ",1.7,"Improved intra-regional and international trade, including sustainable labour mobility.  ","Value of intraregional trade, by country",CUR_LCU,,Trade database,,,,,M,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Oceans and environment,1,The Pacific region’s ocean and environment are sustainably managed and are resilient to threats.,1.3,Improved sustainable management of agriculture and food systems.,Proportion of agricultural area under productive and sustainable agriculture,PERCENT,,,2.4.1,SPC_2_4_1,,,H,Y,Figure,Single value Circle,1,Value: 30% of agricultural area under productive and sustainable agriculture (PNG value),,OK,OK,Approved,,Approved,,NO,,,,,,,,,YES,.Stat Data Explorer • Sustainable Development Goal 02 - Zero Hunger (pacificdata.org),Approved,,,,,
6,Oceans and environment,1,The Pacific region’s ocean and environment are sustainably managed and are resilient to threats.,1.3,Improved sustainable management of agriculture and food systems.,Plant genetic resources accessions stored ex situ (number),NUMBER,,,2.5.1,ER_GRF_PLNTSTOR,,,H,Y,Figure,,0,,,OK,OK,Approved,Phase 2: Cartoon,No comment,,,,,,,,,,,YES,.Stat Data Explorer • Sustainable Development Goal 02 - Zero Hunger (pacificdata.org),Approved,,,,,
4,Resource and Economic Development,1,"Improved socioeconomic wellbeing and prosperity of all Pacific peoples through inclusive, resilient, and sustainable economic development ",1.7,"Improved intra-regional and international trade, including sustainable labour mobility.  ",Proportion of youth in labour mobility scheme,PERCENT,,,,,,,M,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Climate change and disasters,1,"All Pacific peoples are living safe, and prosperous lives, resilient to the impacts of climate change and disasters",1.0,All Pacific peoples have improved resilience to the impacts of climate change and disasters,Number of people displaced from climate change impacts,NUMBER,,,,,,,M,N,,,,"Same chart as the SDG dashboard: is it possible to have data point markers just when you pass over them, and is it possible when you click on a country to focus on it rather than remove it from the grap?",,,,,,,,,,,,,,,,,,,,,,,,
6,Oceans and environment,1,The Pacific region’s ocean and environment are sustainably managed and are resilient to threats.,1.5,"Reduced and halted biodiversity loss and risk of extinction of threatened species, caused by multiple threats on both terrestrial and marine environments.",Average proportion of Freshwater and Terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,PERCENT,,,15.1.2,ER_PTD_TOT,,,H,Y,Figure,Column chart,1,Same chart as the SDG dashboard,,OK,OK,Approved,,No comment,30,NO,,,,,,,,,YES,.Stat Data Explorer • Sustainable Development Goal 15 - Life on Land (pacificdata.org),Approved,,,,,
6,Oceans and environment,1,The Pacific region’s ocean and environment are sustainably managed and are resilient to threats.,1.5,"Reduced and halted biodiversity loss and risk of extinction of threatened species, caused by multiple threats on both terrestrial and marine environments.",Red List Index,INDEX,,,15.5.1,ER_RSK_LST,,,H,Y,Figure,Column with Drilldown,1,"Order by size or sub-regional grouping / First X axis: GEO_PICT, second X axis: YEAR",,OK,OK,Approved,,Approved,1,NO,,,,,,,,,YES,.Stat Data Explorer • Sustainable Development Goal 15 - Life on Land (pacificdata.org),Approved,,,,,
6,Oceans and environment,1,The Pacific region’s ocean and environment are sustainably managed and are resilient to threats.,1.5,"Reduced and halted biodiversity loss and risk of extinction of threatened species, caused by multiple threats on both terrestrial and marine environments.",Countries adopting legislation for the prevention or control of invasive alien species,NUMBER,,,15.8.1,SPC_15_8_1,,,H,Y,Figure,Single value Circle,1,Value: 14 countries (+ list of countries),,OK,OK,Needs Fixing,add sentence + List of countries vertical,To do,,NO,,,,,,,,,YES,.Stat Data Explorer • Sustainable Development Goal 15 - Life on Land (pacificdata.org),Approved,,,,,
